,Šifra oglasa,Objavljen ,Do poteka še,Število prikazov oglasa,Cena,Vrsta cene,Posredovanje,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Vrsta stanovanja,Bivalna površina,Neto površina,Leto izgradnje*,Opremljenost in stanje,Število parkirnih mest,Leto zadnje prenove,Energetski razred,Interna številka oglasa,Balkon / terasa / atrij,Zunanje površine in oprema,Možnost menjave
337,6484723,10.03.2021dne00:15,"
doprodaje",55-krat,"

498.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,,4,4-sobno,"104,74 m²","194,18 m²",2021,Neopremljeno,2,,,101179-299,"Atrij, Terasa",Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
338,6484698,10.03.2021dne00:15,"
doprodaje",37-krat,"

449.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V hiši,,1,4-sobno,"104,84 m²","157,26 m²",2021,Neopremljeno,2,,,101179-303,Terasa,,Menjava za drugo nepremičnino ni možna
339,6484697,10.03.2021dne00:15,"
doprodaje",36-krat,"

528.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,,4,4-sobno,"119,80 m²","207,46 m²",2021,Neopremljeno,2,,,101179-300,"Atrij, Terasa",,Menjava za drugo nepremičnino ni možna
340,6484696,10.03.2021dne00:15,"
doprodaje",30-krat,"

449.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V hiši,,1,4-sobno,"104,84 m²","157,26 m²",2021,Neopremljeno,2,,,101179-301,Terasa,,Menjava za drugo nepremičnino ni možna
341,6484625,10.03.2021dne00:12,"
doprodaje",589-krat,"

89.990 €
",Skupna cena,Prodam,"Podravska, Hoče, Hoče",V večstanovanjski stavbi,Pritličje,3,3-sobno,"65,00 m²","65,00 m²",1946,Delno opremljeno,,1990,,PS38621903BM,,,
342,6484624,10.03.2021dne00:12,"
doprodaje",70-krat,"

655.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,4-sobno,,,1500,,,,,490191084-119,,,
343,6484623,10.03.2021dne00:12,"
doprodaje",144-krat,"

1.884.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,,,,,,1500,,,,,490191084-121,,,
344,6484622,10.03.2021dne00:12,"
doprodaje",74-krat,"

489.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,,,4-sobno,,,1500,,,,,490191084-120,,,
345,6484341,09.03.2021dne21:45,"
10dni,9h,25min.
",112-krat,"
podogovoru",Skupna cena,Prodam,"Jugovzhodna Slovenija, Kočevje, Kočevje",V večstanovanjski stavbi,1.,2,"1,5-sobno","40,00 m²",,,Delno opremljeno,,,,,,,
346,6089151,09.03.2021dne17:40,"
10dni,5h,20min.
",1923-krat,"

78.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",V večstanovanjski stavbi,2.,5,2-sobno,"53,80 m²","53,80 m²",1963,,,2020,,,Zaprt balkon,,
347,4381313,09.03.2021dne15:30,"
doprodaje",1964-krat,"

159.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,,,3-sobno,"96,20 m²","113,70 m²",1936,Delno opremljeno,1,2012,EI ni potrebna (334. člen EZ-1),100104-328,Balkon,,Menjava za drugo nepremičnino ni možna
348,1451794,09.03.2021dne14:54,"
10dni,2h,35min.
",2770-krat,"

147.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Koroška vrata",V večstanovanjski stavbi,2.,6,"2,5-sobno",,"73,45 m²",1976,Delno opremljeno,,2016,EI v izdelavi,,Loža,,Menjava za drugo nepremičnino ni možna
349,2224878,09.03.2021dne14:24,"
doprodaje",1320-krat,"

70.500 €
",Skupna cena,Prodam,"Podravska, Maribor okolica, Vrhov Dol",V večstanovanjski stavbi,2.,,2-sobno,"53,80 m²","59,10 m²",1985,,,2017,EI v izdelavi,,Balkon,,
350,4480743,09.03.2021dne12:49,"
doprodaje",9084-krat,"

105.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,,,2-sobno,,"45,00 m²",1912,Popolnoma opremljeno,1,,,100103-176,,,Menjava za drugo nepremičnino ni možna
351,6310093,09.03.2021dne12:49,"
doprodaje",1014-krat,"

59.000 €
",Skupna cena,Prodam,"Pomurska, Gornja Radgona, Gornja Radgona",V večstanovanjski stavbi,,2,3-sobno,"85,70 m²","88,70 m²",1770,Neopremljeno,brez pripadajočega parkirišča,1984,EI ni potrebna (334. člen EZ-1),100186-67,,,Menjava za drugo nepremičnino ni možna
352,6177392,09.03.2021dne12:38,"
doprodaje",2066-krat,"

84.000 €
",Skupna cena,Prodam,"Savinjska, Vojnik, Vojnik",V večstanovanjski stavbi,Pritličje,2,3-sobno,"55,40 m²","55,40 m²",1850,,,2012,EI ni potrebna (334. člen EZ-1),,,,
353,6481804,09.03.2021dne12:12,"
doprodaje",382-krat,"

128.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,Pritličje,5,4-sobno,"67,00 m²","67,00 m²",1964,,,1995,,GALEA 2021/392,,,
354,5680501,09.03.2021dne06:57,"
9dni,18h,37min.
",477-krat,"

238.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Radomlje",V večstanovanjski stavbi,1.,1,4-sobno,,"119,33 m²",2008,Delno opremljeno,2,,,,Terasa,,
355,6477785,09.03.2021dne00:23,"
doprodaje",494-krat,"

165.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,Pritličje,2,4-sobno,"229,00 m²","229,00 m²",1870,Popolnoma opremljeno,,2010,,PS4646408DL,,,
356,6477783,09.03.2021dne00:23,"
doprodaje",227-krat,"

175.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Lucija",V večstanovanjski stavbi,4.,5,1-sobno,"43,00 m²","43,00 m²",1986,Popolnoma opremljeno,,2010,,PS4646624MM,,,
357,6477781,09.03.2021dne00:23,"
doprodaje",399-krat,"

96.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,3.,4,2-sobno,"62,00 m²","62,00 m²",1982,,brez pripadajočega parkirišča,2008,,PS4646623AP,,,
358,6477779,09.03.2021dne00:23,"
doprodaje",272-krat,"

99.900 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,12.,12,3-sobno,"68,00 m²","68,00 m²",1979,,brez pripadajočega parkirišča,2016,,PS4646622AP,,,
359,6477769,09.03.2021dne00:23,"
doprodaje",351-krat,"

59.900 €
",Skupna cena,Prodam,"Pomurska, Radenci, Radenci",V večstanovanjski stavbi,3.,3,1-sobno,"66,00 m²","66,00 m²",1974,,brez pripadajočega parkirišča,2016,,PS4646595MR,,,
360,6477767,09.03.2021dne00:23,"
doprodaje",504-krat,"

51.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,2.,5,,"24,00 m²","24,00 m²",1969,Popolnoma opremljeno,brez pripadajočega parkirišča,,,PS4646574BJ,,,
361,6477129,09.03.2021dne00:13,"
doprodaje",587-krat,"

57.990 €
",Skupna cena,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,3.,3,,"26,00 m²","26,00 m²",1962,Popolnoma opremljeno,brez pripadajočega parkirišča,2018,,PS38621902AS,,,
362,6477119,09.03.2021dne00:13,"
doprodaje",111-krat,"

154.990 €
",Skupna cena,Prodam,"Podravska, Maribor okolica, Kamnica",V večstanovanjski stavbi,2.,,4-sobno,"115,00 m²","115,00 m²",2020,,,,,KODA: P1058NKM,,,
363,6477117,09.03.2021dne00:12,"
doprodaje",76-krat,"

740.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,4-sobno,,,1500,,,,,490191084-118,,,
364,3664944,08.03.2021dne22:24,"
9dni,10h,4min.
",4629-krat,"

58.000 €
",Skupna cena,Prodam,"Podravska, Slovenska Bistrica, Slovenska Bistrica",V večstanovanjski stavbi,Pritličje,1,2-sobno,"76,33 m²","76,33 m²",1915,Delno opremljeno,1,2012,EI ni potrebna (334. člen EZ-1),,,"Vrt/dvorišče, Lopa za shranjevanje",Možna menjava za drugo nepremičnino
365,6254564,08.03.2021dne21:43,"
17dni,6h,9min.
",1039-krat,"

67.000 €
",Skupna cena,Prodam,"Podravska, Šentilj v Slovenskih goricah, Sladki Vrh",V večstanovanjski stavbi,Visoko pritličje,3,3-sobno,"63,00 m²","75,00 m²",1965,Delno opremljeno,,2008,D (60 - 105 kWh/m2a),,Balkon,,Menjava za drugo nepremičnino ni možna
366,6476741,08.03.2021dne21:13,"
9dni,8h,53min.
",513-krat,"

58.000 €
",Skupna cena,Prodam,"Jugovzhodna Slovenija, Šmarješke Toplice, Šmarješke Toplice",V večstanovanjski stavbi,2.,3,1-sobno,"53,06 m²","38,29 m²",1978,Popolnoma opremljeno,1,2017,,,,Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
367,6476711,08.03.2021dne21:07,"
doprodaje",138-krat,"

135.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Pržan",V večstanovanjski stavbi,Pritličje,15,Garsonjera,,"40,90 m²",1948,Popolnoma opremljeno,,2021,D (60 - 105 kWh/m2a),100772,,,
368,6476214,08.03.2021dne19:23,"
9dni,7h,3min.
",390-krat,"

149.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,Visoko pritličje,3,4-sobno,"74,00 m²","90,60 m²",1979,Delno opremljeno,,,D (60 - 105 kWh/m2a),,Balkon,,
369,6475612,08.03.2021dne17:17,"
9dni,4h,57min.
",446-krat,"

97.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Limbuš",V večstanovanjski stavbi,1.,1,3-sobno,"80,00 m²","90,00 m²",2009,Delno opremljeno,,,,,Balkon,Lopa za shranjevanje,
370,6475439,08.03.2021dne16:34,"
9dni,4h,14min.
",266-krat,"

125.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Hudinja",V večstanovanjski stavbi,3.,5,2-sobno,"53,00 m²","53,00 m²",1968,,,2021,,,Balkon,,Menjava za drugo nepremičnino ni možna
371,6475276,08.03.2021dne15:53,"
doprodaje",489-krat,"

83.000 €
",Skupna cena,Prodam,"Savinjska, Žalec, Šempeter v Savinjski dolini",V večstanovanjski stavbi,2.,3,3-sobno,,"72,70 m²",1965,Neopremljeno,,2014,E (151 do 200 kWh/m2a) - HR,,Balkon,,Menjava za drugo nepremičnino ni možna
372,6475048,08.03.2021dne15:06,"
9dni,2h,46min.
",82-krat,"

189.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Zadarska, Pag",V večstanovanjski stavbi,1.,2,3-sobno,"69,00 m²",,2015,Popolnoma opremljeno,1,,A2 (10 - 15 kWh/m2a),,Terasa,,Menjava za drugo nepremičnino ni možna
373,6474557,08.03.2021dne13:17,"
9dni,0h,57min.
",97-krat,"

459.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, BS 3",V večstanovanjski stavbi,Pritličje,,Garsonjera,,,1977,,,2006,,,,,
374,6474467,08.03.2021dne12:57,"
doprodaje",259-krat,"

49.900 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška",,Klet,,Garsonjera,"14,40 m²",,1926,,,2020,EI v izdelavi,M55,,,
375,6474388,08.03.2021dne12:44,"
doprodaje",266-krat,"

186.000 €
",Skupna cena,Prodam,"Gorenjska, Radovljica, Radovljica",,1.,3,2-sobno,"114,34 m²",,2010,,,2012,EI v izdelavi,SP3424,,,
376,6224574,08.03.2021dne12:41,"
9dni,0h,21min.
",1228-krat,"

115.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,4,2-sobno,"58,00 m²",,1967,Popolnoma opremljeno,brez pripadajočega parkirišča,2020,EI v izdelavi,,Zaprt balkon,,
377,6474048,08.03.2021dne11:37,"
doprodaje",167-krat,"

119.000 €
",Skupna cena,Prodam,"Savinjska, Rogaška Slatina, Rogaška Slatina",,2.,2,4-sobno,"94,70 m²","103,50 m²",1867,Delno opremljeno,,2020,EI v izdelavi,,,,
378,6473963,08.03.2021dne11:20,"
doprodaje",278-krat,"

193.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,2.,4,"2,5-sobno","55,00 m²",,1962,,,2006,EI v izdelavi,L214,,,
379,6473879,08.03.2021dne11:05,"
doprodaje",643-krat,"

93.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,Pritličje,,2-sobno,,"85,70 m²",1954,Delno opremljeno,,,EI v izdelavi,,,,Menjava za drugo nepremičnino ni možna
380,6473071,08.03.2021dne08:34,"
doprodaje",352-krat,"

92.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,2.,2,,"61,00 m²",,1890,,,2017,,,,,Menjava za drugo nepremičnino ni možna
381,6473003,08.03.2021dne08:21,"
doprodaje",461-krat,"

100.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,1.,,3-sobno,"68,10 m²",,1900,,,2017,,,,,Menjava za drugo nepremičnino ni možna
382,3442701,08.03.2021dne08:17,"
8dni,19h,56min.
",3534-krat,"

184.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Kamnik, Kamnik",V večstanovanjski stavbi,1.,1,,"108,40 m²",,1995,Neopremljeno,,,C (35 - 60 kWh/m2a),,Balkon,,
383,6472748,08.03.2021dne06:38,"
8dni,18h,18min.
",516-krat,"

65.200 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Stegne",V večstanovanjski stavbi,1.,12,Garsonjera,"21,50 m²",,1983,Delno opremljeno,,2018,D (60 - 105 kWh/m2a),,,,Menjava za drugo nepremičnino ni možna
384,6469641,08.03.2021dne00:12,"
doprodaje",264-krat,"

155.000 €
",Skupna cena,Prodam,"Goriška, Nova Gorica, Rožna Dolina",,,2,2-sobno,,,1935,,,,D (60 - 105 kWh/m2a),490191069-80,,,
385,6469592,07.03.2021dne23:16,"
doprodaje",1686-krat,"

30.900 €
",Skupna cena,Prodam,"Koroška, Ribnica na Pohorju, Ribnica na Pohorju",V večstanovanjski stavbi,1.,2,2-sobno,"51,80 m²","64,90 m²",1963,Delno opremljeno,,2005,EI v izdelavi,070320211,Balkon,,
386,6469590,07.03.2021dne23:15,"
8dni,10h,55min.
",465-krat,"

225.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Lucija",V večstanovanjski stavbi,,,3-sobno,"73,00 m²","73,00 m²",1985,Popolnoma opremljeno,brez pripadajočega parkirišča,2018,,,Balkon,,Možna menjava za drugo nepremičnino
387,6469152,07.03.2021dne20:48,"
8dni,8h,28min.
",818-krat,"

245.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Radvanje",V večstanovanjski stavbi,2.,3,3-sobno,"95,00 m²","124,00 m²",2012,Popolnoma opremljeno,1,,C (35 - 60 kWh/m2a),,Terasa,,Menjava za drugo nepremičnino ni možna
388,6468353,07.03.2021dne18:39,"
8dni,6h,18min.
",415-krat,"

128.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,4,3-sobno,"64,00 m²","78,40 m²",1964,Popolnoma opremljeno,,2015,EI ni potrebna (334. člen EZ-1),,Balkon,,
389,6467890,07.03.2021dne17:32,"
8dni,5h,11min.
",115-krat,"

490.500 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Dravlje",V večstanovanjski stavbi,Penthouse,1,3-sobno,"114,00 m²","132,00 m²",2017,Popolnoma opremljeno,,,C (35 - 60 kWh/m2a),,Terasa,Vrt/dvorišče,
390,4966110,07.03.2021dne17:12,"
8dni,4h,52min.
",709-krat,"

54.000 €
",Skupna cena,Prodam,"Pomurska, Križevci, Križevci pri Ljutomeru",V večstanovanjski stavbi,,,2-sobno,"75,00 m²","85,00 m²",1800,,,2006,,,,,
391,6467237,07.03.2021dne15:49,"
8dni,3h,29min.
",1882-krat,"

85.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,Pritličje,3,2-sobno,"47,00 m²","51,00 m²",1956,Neopremljeno,brez pripadajočega parkirišča,2021,C (35 - 60 kWh/m2a),,,Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
392,1446197,07.03.2021dne12:26,"
8dni,0h,6min.
",8272-krat,"

275.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V večstanovanjski stavbi,Pritličje,4,3-sobno,"71,00 m²",,1959,Popolnoma opremljeno,2,2009,EI v izdelavi,,"Balkon, Zaprt balkon",,Možna menjava za drugo nepremičnino
393,5475471,07.03.2021dne11:55,"
7dni,23h,34min.
",3092-krat,"

59.900 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",V večstanovanjski stavbi,Pritličje,1,2-sobno,"63,00 m²","63,00 m²",1860,Delno opremljeno,,2016,EI ni potrebna (334. člen EZ-1),,,Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
394,3212270,07.03.2021dne09:46,"
7dni,21h,25min.
",3211-krat,"

198.990 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V večstanovanjski stavbi,2.,3,3-sobno,"79,10 m²",,1950,Popolnoma opremljeno,,2015,EI v izdelavi,,,Vrt/dvorišče,Možna menjava za drugo nepremičnino
395,1459740,07.03.2021dne08:46,"
7dni,20h,25min.
",2474-krat,"

115.000 €
",Skupna cena,Prodam,"Posavska, Krško, Krško",V večstanovanjski stavbi,Pritličje,,3-sobno,"82,00 m²",,1954,,,2015,,,Balkon,,
396,1472010,07.03.2021dne07:26,"
7dni,19h,5min.
",3927-krat,"

259.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Logatec, Logatec",V večstanovanjski stavbi,1.,,3-sobno,"242,00 m²",,2019,,,,,,,,
397,6191828,07.03.2021dne01:44,"
7dni,13h,23min.
",251-krat,"

117.000 €
",Skupna cena,Prodam,"Pomurska, Ljutomer, Ljutomer",V hiši,1.,1,5-sobno,"158,38 m²","132,16 m²",1999,Delno opremljeno,2,2020,,,,,Menjava za drugo nepremičnino ni možna
398,6191963,07.03.2021dne01:43,"
7dni,13h,23min.
",310-krat,"

125.000 €
",Skupna cena,Prodam,"Pomurska, Ljutomer, Ljutomer",V hiši,Pritličje,1,3-sobno,"125,07 m²","87,55 m²",1999,Delno opremljeno,3,2020,D (60 - 105 kWh/m2a),,"Terasa, Loža, Atrij","Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta, Žar",Menjava za drugo nepremičnino ni možna
399,6211623,06.03.2021dne07:45,"
6dni,19h,24min.
",500-krat,"

130.000 €
",Skupna cena,Prodam,"Savinjska, Polzela, Polzela",V večstanovanjski stavbi,,3,"2,5-sobno","55,00 m²",,2020,Delno opremljeno,1,,,,Balkon,,
400,6452158,06.03.2021dne00:15,"
doprodaje",291-krat,"

182.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Črnuče",V večstanovanjski stavbi,,11,2-sobno,"57,60 m²","57,60 m²",1980,Popolnoma opremljeno,brez pripadajočega parkirišča,2007,EI v izdelavi,101179-297,,,Menjava za drugo nepremičnino ni možna
401,6452131,06.03.2021dne00:13,"
doprodaje",620-krat,"

42.750 €
",Skupna cena,Prodam,"Koroška, Mežica, Mežica",,,,2-sobno,,,1961,,,,,490281015-392,,,
402,6451413,05.03.2021dne19:39,"
6dni,7h,19min.
",262-krat,"
podogovoru",Skupna cena,Prodam,"Gorenjska, Škofja Loka, Škofja Loka",V večstanovanjski stavbi,Pritličje,4,1-sobno,"37,00 m²","35,00 m²",,Popolnoma opremljeno,brez pripadajočega parkirišča,2010,,,Atrij,,
403,1448149,05.03.2021dne19:32,"
6dni,7h,11min.
",1907-krat,"

420.000 €
",Cena na m²,Prodam,"Izven Slovenije - Hrvaška, Vukovarsko-sremska, Privlaka",V večstanovanjski stavbi,Pritličje,2,4-sobno,"213,00 m²",,2006,Popolnoma opremljeno,2,2017,B (26 do 50 kWh/m2a) - HR,,Terasa,,
404,4743437,05.03.2021dne19:22,"
6dni,7h,1min.
",1609-krat,"

199.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,1.,4,4-sobno,,"124,00 m²",1955,Delno opremljeno,,2010,,,"Balkon, Loža",,
405,6451096,05.03.2021dne18:38,"
6dni,6h,17min.
",1124-krat,"

142.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V večstanovanjski stavbi,Pritličje,2,"1,5-sobno","40,50 m²",,2000,Delno opremljeno,1,2019,Merjena EI,,,Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
406,6450494,05.03.2021dne16:29,"
6dni,4h,8min.
",507-krat,"

180.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",V hiši,Pritličje,2,"3,5-sobno","66,00 m²","88,00 m²",1900,,1,2015,,,Terasa,Vrt/dvorišče,
407,6450394,05.03.2021dne16:06,"
6dni,3h,45min.
",292-krat,"

180.000 €
",Skupna cena,Prodam,"Podravska, Šentilj v Slovenskih goricah, Šentilj v Slovenskih goricah",V hiši,Pritličje,1,"4,5-sobno","134,30 m²","134,30 m²",2000,Popolnoma opremljeno,5,2019,D (60 - 105 kWh/m2a),,Terasa,"Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta, Žar",Menjava za drugo nepremičnino ni možna
408,4808603,05.03.2021dne08:48,"
5dni,20h,27min.
",1285-krat,"

89.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Istrska, Umag",V večstanovanjski stavbi,1.,2,"1,5-sobno","42,00 m²","42,00 m²",2005,Popolnoma opremljeno,1,,,,Balkon,,
409,1457654,05.03.2021dne08:46,"
5dni,20h,25min.
",1593-krat,"

155.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Istrska, Umag",V večstanovanjski stavbi,1.,,2-sobno,"58,00 m²",,2000,,,,B (26 do 50 kWh/m2a) - HR,,,,
410,4500987,05.03.2021dne08:45,"
5dni,20h,25min.
",1124-krat,"

120.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Istrska, Umag",V hiši,Pritličje,1,2-sobno,"65,00 m²","65,00 m²",2000,Popolnoma opremljeno,,2000,B1 (15 - 25 kWh/m2a),,Atrij,,
411,1450778,05.03.2021dne08:44,"
5dni,20h,24min.
",1394-krat,"

300.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Istrska, Umag",V večstanovanjski stavbi,2.,,2-sobno,"81,00 m²",,2012,,,,,,"Balkon, Terasa",,
412,6445415,05.03.2021dne00:13,"
doprodaje",80-krat,"

370.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Črnuče",,,,5-sobno,,,2009,,,,,490191104-18,,,
413,6444977,04.03.2021dne20:45,"
5dni,8h,24min.
",362-krat,"

70.000 €
",Skupna cena,Prodam,"Savinjska, Zreče, Zreče",V večstanovanjski stavbi,1.,3,"1,5-sobno","56,00 m²","51,10 m²",1989,,,1989,,,Balkon,,
414,6442763,04.03.2021dne12:35,"
doprodaje",487-krat,"

88.990 €
",Skupna cena,Prodam,"Savinjska, Žalec, Šempeter v Savinjski dolini",,2.,4,2-sobno,"52,10 m²","56,30 m²",1992,Popolnoma opremljeno,,2006,EI v izdelavi,,Terasa,,
415,6442426,04.03.2021dne11:16,"
doprodaje",8741-krat,"

200.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Fužine",,,,3-sobno,"73,20 m²",,1980,,,,D (60 - 105 kWh/m2a),,Balkon,,
416,6442209,04.03.2021dne10:34,"
doprodaje",168-krat,"

228.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,,"3,5-sobno","74,30 m²",,1960,,,,D (60 - 105 kWh/m2a),,,,
417,5986063,04.03.2021dne04:21,"
4dni,16h,0min.
",2860-krat,"

1.290 €
",Cena na m²,Prodam,"Podravska, Ptuj, Ptuj",V večstanovanjski stavbi,1.,4,3-sobno,"93,00 m²","93,00 m²",2020,Delno opremljeno,2,2021,,,"Balkon, Zaprt balkon, Atrij","Vrt/dvorišče, Lopa za shranjevanje",Možna menjava za drugo nepremičnino
418,6438089,04.03.2021dne00:13,"
doprodaje",703-krat,"

128.500 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,,3-sobno,,,1971,,1,,D (60 - 105 kWh/m2a),490281027-64,,,
419,6120911,03.03.2021dne22:35,"
4dni,10h,14min.
",1675-krat,"

56.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Center",V večstanovanjski stavbi,Visoko pritličje,3,1-sobno,"37,00 m²","44,00 m²",1900,,,2021,,,,Lopa za shranjevanje,
420,5937056,03.03.2021dne16:42,"
doprodaje",469-krat,"

125.000 €
",Skupna cena,Prodam,"Savinjska, Šentjur, Hrušovje",,,2,3-sobno,"70,00 m²","75,00 m²",2009,Popolnoma opremljeno,2,2009,EI v izdelavi,107207-9,Atrij,,Menjava za drugo nepremičnino ni možna
421,6170109,03.03.2021dne16:36,"
doprodaje",8755-krat,"

260.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",,,6,3-sobno,"68,20 m²","82,30 m²",2000,Delno opremljeno,brez pripadajočega parkirišča,,EI v izdelavi,107193-65,,,Menjava za drugo nepremičnino ni možna
422,6043055,03.03.2021dne16:27,"
4dni,4h,6min.
",660-krat,"

280.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška",V večstanovanjski stavbi,,12,3-sobno,"74,00 m²","74,00 m²",1968,,1,2013,C (35 - 60 kWh/m2a),,Balkon,,
423,6436318,03.03.2021dne16:02,"
doprodaje",432-krat,"

128.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,,1,3-sobno,"102,36 m²","145,00 m²",1939,,,2020,EI v izdelavi,PS142,"Balkon, Atrij",Vrt/dvorišče,
424,1452460,03.03.2021dne09:25,"
3dni,21h,4min.
",2274-krat,"

230.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Istrska, Umag",V večstanovanjski stavbi,Pritličje,,Garsonjera,"80,00 m²",,2013,,,,B (26 do 50 kWh/m2a) - HR,,"Balkon, Terasa",,
425,1448431,03.03.2021dne09:25,"
3dni,21h,4min.
",5360-krat,"

50.000 €
",Skupna cena,Prodam,"Gorenjska, Cerklje na Gorenjskem, Cerklje na Gorenjskem",V večstanovanjski stavbi,Mansarda,,Garsonjera,"21,00 m²",,1988,,,2004,,,,,
