,Šifra oglasa,Objavljen ,Do poteka še,Število prikazov oglasa,Cena,Vrsta cene,Posredovanje,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Vrsta stanovanja,Bivalna površina,Neto površina,Leto izgradnje*,Leto zadnje prenove,Opremljenost in stanje,Energetski razred,Možnost menjave,Število parkirnih mest,Balkon / terasa / atrij,Zunanje površine in oprema,Interna številka oglasa
637,6283525,13.02.2021dne00:14,"
doprodaje",325-krat,"

179.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"62,00 m²","62,00 m²",2009,2021,,,,,,,RE ID 2017-007
638,6281383,12.02.2021dne15:09,"
doprodaje",118-krat,"

695.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,3.,4,3-sobno,"108,00 m²",,2005,,,,,,,,L207
639,4696875,12.02.2021dne07:40,"
doprodaje",2220-krat,"

250.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,,4-sobno,"116,00 m²","129,00 m²",1900,2011,,EI ni potrebna (334. člen EZ-1),,,,,
640,6275681,12.02.2021dne00:16,"
doprodaje",784-krat,"

189.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,1.,,2-sobno,"90,00 m²","90,00 m²",1800,2015,,,,,,,PS4646552MM
641,6275572,12.02.2021dne00:13,"
doprodaje",343-krat,"

154.999 €
",Skupna cena,Prodam,"Podravska, Maribor okolica, Kamnica",V večstanovanjski stavbi,,,2-sobno,"91,00 m²","91,00 m²",1998,,,,,,,,KODA: P1053KAM
642,6272898,11.02.2021dne14:17,"
doprodaje",83-krat,"

390.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Marina",V večstanovanjski stavbi,Pritličje,2,3-sobno,"83,86 m²","151,41 m²",2021,,Neopremljeno,EI v izdelavi,,2,"Zaprt balkon, Terasa",Bazen,
643,6268987,11.02.2021dne00:14,"
doprodaje",247-krat,"

229.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,2.,4,4-sobno,"93,00 m²","93,00 m²",1640,1997,Popolnoma opremljeno,,,,,,PS4646536MM
644,6268840,10.02.2021dne23:34,"
doprodaje",1030-krat,"

98.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,3.,3,,"61,50 m²","69,10 m²",1949,2019,Popolnoma opremljeno,EI v izdelavi,Možna menjava za drugo nepremičnino,1,,,2012-1011
645,6267687,10.02.2021dne18:41,"
doprodaje",87-krat,"

246.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Marina",V večstanovanjski stavbi,2.,2,2-sobno,"65,06 m²","107,06 m²",2021,,Neopremljeno,EI v izdelavi,,2,"Balkon, Terasa, Loža",,
646,6264890,10.02.2021dne09:47,"
doprodaje",1178-krat,"

89.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,1.,2,3-sobno,"50,90 m²","97,20 m²",1907,2019,Delno opremljeno,EI v izdelavi,,,Terasa,,GALEA 2021/379
647,4944481,09.02.2021dne14:11,"
doprodaje",579-krat,"

189.000 €
",Skupna cena,Prodam,"Podravska, Maribor okolica, Kamnica",V večstanovanjski stavbi,,,3-sobno,"92,30 m²","114,00 m²",2003,,,EI v izdelavi,Menjava za drugo nepremičnino ni možna,1,Terasa,,100108-458
648,4381311,09.02.2021dne14:07,"
doprodaje",2882-krat,"

116.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,,,"3,5-sobno","84,00 m²","111,30 m²",1937,,,E (105 - 150 kWh/m2a),Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Balkon,,100108-439
649,4381302,09.02.2021dne14:07,"
doprodaje",1353-krat,"

149.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,,,"3,5-sobno","84,00 m²","106,00 m²",1937,2019,,F (150 - 210 kWh/m2a),Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Balkon,,100108-301
650,4811084,09.02.2021dne14:07,"
doprodaje",867-krat,"

139.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,,,"3,5-sobno","63,30 m²","80,70 m²",1986,2018,,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,,,100107-119
651,5937061,09.02.2021dne14:07,"
doprodaje",219-krat,"

90.000 €
",Skupna cena,Prodam,"Podravska, Pesnica pri Mariboru, Zgornji Jakobski Dol",V večstanovanjski stavbi,,,3-sobno,"60,79 m²","69,48 m²",2021,,,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Atrij,,100104-456
652,5937072,09.02.2021dne14:07,"
doprodaje",121-krat,"

126.000 €
",Skupna cena,Prodam,"Podravska, Pesnica pri Mariboru, Zgornji Jakobski Dol",V večstanovanjski stavbi,,,3-sobno,"73,78 m²","89,58 m²",2021,,,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Atrij,,100104-455
653,5937107,09.02.2021dne14:07,"
doprodaje",292-krat,"

90.000 €
",Skupna cena,Prodam,"Podravska, Pesnica pri Mariboru, Zgornji Jakobski Dol",V večstanovanjski stavbi,,,3-sobno,"60,79 m²","69,48 m²",2021,,,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Atrij,,100155-237
654,6258723,09.02.2021dne09:46,"
doprodaje",490-krat,"

99.000 €
",Skupna cena,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",,1.,3,2-sobno,,"71,00 m²",2014,,,,,,Balkon,,PS4646163MR
655,6254326,08.02.2021dne16:27,"
doprodaje",74-krat,"

120.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Seget",V večstanovanjski stavbi,1.,2,2-sobno,"50,00 m²","72,00 m²",2009,,Popolnoma opremljeno,EI v izdelavi,,1,"Balkon, Terasa",,
656,6254267,08.02.2021dne16:19,"
doprodaje",123-krat,"

90.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Seget",V večstanovanjski stavbi,Pritličje,2,2-sobno,"50,00 m²","59,00 m²",2009,,Popolnoma opremljeno,EI v izdelavi,,1,"Balkon, Terasa",,
657,6235092,07.02.2021dne00:16,"
doprodaje",150-krat,"

393.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Dol pri Ljubljani, Dol pri Ljubljani",V večstanovanjski stavbi,3.,3,,"198,00 m²","198,00 m²",2013,,,,,,,,KODA: P1284DO
658,6225973,05.02.2021dne20:51,"
doprodaje",105-krat,"

320.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V hiši,1.,2,5-sobno,"156,70 m²","175,70 m²",1965,2019,,D (60 - 105 kWh/m2a),,,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje",100735
659,6223982,05.02.2021dne12:47,"
doprodaje",347-krat,"

278.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,Visoko pritličje,,3-sobno,"85,00 m²",,1895,2006,Delno opremljeno,,,1,Atrij,,SP3001
660,5957923,05.02.2021dne12:33,"
9dni,21h,42min.
",656-krat,"

800 €
",Cena na m²,Prodam,"Podravska, Hajdina, Slovenja vas",V večstanovanjski stavbi,1.,2,Apartma,,"267,00 m²",,,,,,,,,
661,6214674,04.02.2021dne20:10,"
doprodaje",188-krat,"

199.900 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana, Poštni center",V večstanovanjski stavbi,8.,12,2-sobno,,"52,10 m²",1961,2020,Popolnoma opremljeno,D (60 - 105 kWh/m2a),,,,,100713
662,6214663,04.02.2021dne20:07,"
doprodaje",107-krat,"

310.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana, Poštni center",,3.,7,"4,5-sobno","83,70 m²","91,03 m²",1957,2007,Delno opremljeno,D (60 - 105 kWh/m2a),,brez pripadajočega parkirišča,Loža,,100712
663,6214647,04.02.2021dne20:03,"
doprodaje",118-krat,"

220.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Savsko naselje",V večstanovanjski stavbi,2.,5,3-sobno,,"75,10 m²",1958,2015,Popolnoma opremljeno,C (35 - 60 kWh/m2a),,,,,100710
664,6212492,04.02.2021dne11:35,"
doprodaje",567-krat,"

214.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",,Pritličje,,2-sobno,"59,20 m²",,2011,,,C (35 - 60 kWh/m2a),,,Atrij,,
665,6201563,03.02.2021dne13:44,"
doprodaje",98-krat,"

369.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Črnuče",,Pritličje,,5-sobno,"136,00 m²",,2009,,,EI v izdelavi,,,,,S101
666,6200540,03.02.2021dne10:12,"
doprodaje",1786-krat,"

179.775 €
",Skupna cena,Prodam,"Savinjska, Celje, Center",V večstanovanjski stavbi,4.,6,2-sobno,"76,80 m²","6,20 m²",2019,,,,,,,,
667,6193938,03.02.2021dne03:32,"
doprodaje",425-krat,"

170.000 €
",Skupna cena,Prodam,"Podravska, Rače, Rače",V večstanovanjski stavbi,,,,"87,00 m²","87,00 m²",2017,,,,,2,,,PS38621891PV
668,6193937,03.02.2021dne03:32,"
doprodaje",416-krat,"

183.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,2,,"136,00 m²","136,00 m²",1904,2008,,,,,,,PS38621890AS
669,6193936,03.02.2021dne03:32,"
doprodaje",501-krat,"

65.000 €
",Skupna cena,Prodam,"Podravska, Ruše, Ruše",V večstanovanjski stavbi,,,,"130,00 m²","130,00 m²",1950,1989,Delno opremljeno,,,1,,,PS38621888AS
670,6193930,03.02.2021dne03:32,"
doprodaje",130-krat,"

118.249 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,2.,2,,"71,00 m²","71,00 m²",2020,,Neopremljeno,,,brez pripadajočega parkirišča,,,PS38621882AS
671,6193929,03.02.2021dne03:32,"
doprodaje",71-krat,"

125.914 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,2.,2,,"79,00 m²","79,00 m²",2020,,Neopremljeno,,,,,,PS38621881AS
672,6193928,03.02.2021dne03:32,"
doprodaje",161-krat,"

98.539 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,2.,2,,"62,00 m²","62,00 m²",2020,,Neopremljeno,,,brez pripadajočega parkirišča,,,PS38621880AS
673,6193927,03.02.2021dne03:31,"
doprodaje",74-krat,"

116.059 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,2,,"65,00 m²","65,00 m²",2020,,Neopremljeno,,,brez pripadajočega parkirišča,,,PS38621879AS
674,6193926,03.02.2021dne03:31,"
doprodaje",97-krat,"

120.439 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,2,,"77,00 m²","77,00 m²",2020,,Neopremljeno,,,brez pripadajočega parkirišča,,,PS38621878AS
675,6193925,03.02.2021dne03:31,"
doprodaje",49-krat,"

125.914 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,2,,"76,00 m²","76,00 m²",2020,,,,,brez pripadajočega parkirišča,,,PS38621877AS
676,6193924,03.02.2021dne03:31,"
doprodaje",67-krat,"

118.249 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,2,,"71,00 m²","71,00 m²",2020,,,,,brez pripadajočega parkirišča,,,PS38621876AS
677,6193923,03.02.2021dne03:31,"
doprodaje",45-krat,"

143.434 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,2,,"97,00 m²","97,00 m²",2020,,Neopremljeno,,,1,,,PS38621875AS
678,6193922,03.02.2021dne03:31,"
doprodaje",52-krat,"

121.534 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,2,,"83,00 m²","83,00 m²",2020,,Neopremljeno,,,brez pripadajočega parkirišča,,,PS38621872AS
679,6193921,03.02.2021dne03:31,"
doprodaje",46-krat,"

141.244 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,2,,"92,00 m²","92,00 m²",2020,,Neopremljeno,,,brez pripadajočega parkirišča,,,PS38621871AS
680,6193920,03.02.2021dne03:31,"
doprodaje",46-krat,"

120.439 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,2,,"75,00 m²","75,00 m²",2020,,Neopremljeno,,,brez pripadajočega parkirišča,,,PS38621870AS
681,6192635,03.02.2021dne03:16,"
doprodaje",302-krat,"

155.540 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,2.,2,2-sobno,"73,00 m²","73,00 m²",2020,,Neopremljeno,,,brez pripadajočega parkirišča,,,PS00703MN
682,6192623,03.02.2021dne03:16,"
doprodaje",335-krat,"

139.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,2.,2,,"117,00 m²","117,00 m²",1900,2019,Neopremljeno,,,,,,PS00698PG
683,6192621,03.02.2021dne03:16,"
doprodaje",802-krat,"

85.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,2.,2,3-sobno,"54,00 m²","54,00 m²",2019,,Neopremljeno,,,brez pripadajočega parkirišča,,,PS00696MN
684,6192618,03.02.2021dne03:16,"
doprodaje",404-krat,"

91.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,2.,2,3-sobno,"53,00 m²","53,00 m²",2019,,Neopremljeno,,,1,,,PS00695MN
685,4022497,02.02.2021dne12:18,"
doprodaje",900-krat,"

150.015 €
",Skupna cena,Prodam,"Pomurska, Murska Sobota, Murska Sobota",V večstanovanjski stavbi,,,,"98,00 m²","98,00 m²",2018,,,,,,,,PS00559FP
686,4022495,02.02.2021dne12:17,"
doprodaje",659-krat,"

164.250 €
",Skupna cena,Prodam,"Pomurska, Murska Sobota, Murska Sobota",V večstanovanjski stavbi,,,,"109,00 m²","109,00 m²",2018,,,,,,,,PS00557FP
687,5860882,01.02.2021dne08:07,"
2dni,14h,23min.
",361-krat,"
podogovoru",Skupna cena,Prodam,"Savinjska, Laško, Laško",,,,,"60,00 m²","60,00 m²",1980,,,,,,,,
688,6156470,31.01.2021dne00:15,"
doprodaje",12370-krat,"

1.300.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,1.,2,Garsonjera,"282,00 m²","282,00 m²",1949,2011,Popolnoma opremljeno,,,,,,PS4646517SS
689,6144872,30.01.2021dne00:17,"
doprodaje",157-krat,"

750.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Portorož",V večstanovanjski stavbi,1.,2,4-sobno,"114,00 m²","114,00 m²",1906,2000,,,,1,,,PS4646514PB
690,6144870,30.01.2021dne00:17,"
doprodaje",142-krat,"

118.249 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Mansarda,3,2-sobno,"71,00 m²","71,00 m²",2020,,Neopremljeno,,,,,,PS4646480DL-18
691,6144869,30.01.2021dne00:17,"
doprodaje",89-krat,"

120.439 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,3,3-sobno,"77,00 m²","77,00 m²",2020,,Neopremljeno,,,,,,PS4646480DL-12
692,6144861,30.01.2021dne00:16,"
doprodaje",653-krat,"

72.000 €
",Skupna cena,Prodam,"Podravska, Slovenska Bistrica, Slovenska Bistrica",V večstanovanjski stavbi,1.,1,2-sobno,"71,00 m²","71,00 m²",2008,,Popolnoma opremljeno,,,brez pripadajočega parkirišča,,,PS4645730AB
693,6142990,29.01.2021dne16:12,"
doprodaje",658-krat,"

105.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,11.,12,3-sobno,"62,60 m²","68,30 m²",1975,2013,Delno opremljeno,EI v izdelavi,,,Balkon,,GALEA 2021/376
694,6142798,29.01.2021dne15:26,"
doprodaje",1435-krat,"

174.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Brezovica pri Ljubljani, Preserje",V hiši,Pritličje,3,4-sobno,"121,00 m²",,2008,2020,,D (60 - 105 kWh/m2a),,,Atrij,,1032
695,6142745,29.01.2021dne15:15,"
doprodaje",279-krat,"

228.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Brezovica pri Ljubljani, Notranje Gorice",,1.,2,5-sobno,"120,00 m²",,2010,2020,,D (60 - 105 kWh/m2a),,2,,,1031
696,6123628,29.01.2021dne00:16,"
doprodaje",94-krat,"

120.439 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,3,2-sobno,"75,00 m²","75,00 m²",2020,,Neopremljeno,,,,,,PS4646480DL-1
697,6123627,29.01.2021dne00:16,"
doprodaje",97-krat,"

116.059 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,3,1-sobno,"65,00 m²","65,00 m²",2020,,Neopremljeno,,,,,,PS4646480DL-15
698,6123626,29.01.2021dne00:16,"
doprodaje",81-krat,"

125.914 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Mansarda,3,2-sobno,"79,00 m²","79,00 m²",2020,,Neopremljeno,,,,,,PS4646480DL-17
699,6123625,29.01.2021dne00:16,"
doprodaje",76-krat,"

125.914 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,3,2-sobno,"76,00 m²","76,00 m²",2020,,Neopremljeno,,,,,,PS4646480DL-11
700,6123624,29.01.2021dne00:16,"
doprodaje",77-krat,"

118.249 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,3,2-sobno,"71,00 m²","71,00 m²",2020,,Neopremljeno,,,,,,PS4646480DL-10
701,6123623,29.01.2021dne00:16,"
doprodaje",75-krat,"

143.434 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,3,2-sobno,"97,00 m²","97,00 m²",2020,,Neopremljeno,,,,,,PS4646480DL-9
702,6123622,29.01.2021dne00:16,"
doprodaje",84-krat,"

116.059 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,3,2-sobno,"71,00 m²","71,00 m²",2020,,Neopremljeno,,,,,,PS4646480DL-7
703,6123621,29.01.2021dne00:16,"
doprodaje",133-krat,"

98.539 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,3,1-sobno,"62,00 m²","62,00 m²",2020,,Neopremljeno,,,,,,PS4646480DL-5
704,6123620,29.01.2021dne00:16,"
doprodaje",86-krat,"

121.534 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,3,2-sobno,"83,00 m²","83,00 m²",2020,,Neopremljeno,,,,,,PS4646480DL-3
705,6123619,29.01.2021dne00:16,"
doprodaje",54-krat,"

141.244 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,3,2-sobno,"93,00 m²","93,00 m²",2020,,Neopremljeno,,,,,,PS4646480DL-2
706,6123232,28.01.2021dne21:37,"
doprodaje",134-krat,"

130.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Trogir",V večstanovanjski stavbi,Pritličje,4,1-sobno,"42,00 m²","100,00 m²",2020,,,EI v izdelavi,,1,Terasa,Vrt/dvorišče,
707,6123183,28.01.2021dne21:23,"
doprodaje",65-krat,"

180.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Trogir",V večstanovanjski stavbi,3.,4,3-sobno,,"96,00 m²",,2020,Neopremljeno,EI v izdelavi,,1,Balkon,,
708,6123090,28.01.2021dne20:55,"
doprodaje",114-krat,"

160.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Trogir",V večstanovanjski stavbi,2.,3,3-sobno,,"81,50 m²",,,Popolnoma opremljeno,EI v izdelavi,,1,"Balkon, Loža",,
709,6123053,28.01.2021dne20:44,"
doprodaje",112-krat,"

130.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Okrug",V večstanovanjski stavbi,1.,2,2-sobno,"70,00 m²",,2021,,Delno opremljeno,EI v izdelavi,,1,"Balkon, Terasa","Žar, Bazen",
710,6123034,28.01.2021dne20:36,"
doprodaje",60-krat,"

220.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Okrug",V večstanovanjski stavbi,2.,2,2-sobno,"70,00 m²","140,00 m²",2021,,Delno opremljeno,EI v izdelavi,,1,"Balkon, Terasa, Loža","Žar, Bazen",
711,6122060,28.01.2021dne16:56,"
doprodaje",100-krat,"

125.914,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Mansarda,3,3-sobno,"71,30 m²","79,40 m²",2020,,,,,,Balkon,,PS4646480DL-17
712,6121977,28.01.2021dne16:39,"
doprodaje",103-krat,"

125.914,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,1.,3,3-sobno,"73,50 m²","76,50 m²",2020,,,,,,,,PS4646480DL-11
713,6121921,28.01.2021dne16:28,"
doprodaje",115-krat,"

118.249,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,1.,3,3-sobno,"68,00 m²","71,00 m²",2020,,,,,,,,PS4646480DL-10
714,6120856,28.01.2021dne12:41,"
doprodaje",102-krat,"

143.434,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,1.,3,3-sobno,"76,90 m²","97,40 m²",2020,,,,,,,,PS4646480DL-9
715,6120815,28.01.2021dne12:32,"
doprodaje",121-krat,"

116.059,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Pritličje,3,3-sobno,"63,60 m²","71,60 m²",2020,,,,,,Balkon,,PS4646480DL-7
716,6120796,28.01.2021dne12:27,"
doprodaje",165-krat,"

98.539,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Pritličje,3,2-sobno,"54,90 m²","62,20 m²",2020,,,,,,Balkon,,PS4646480DL-5
717,6120365,28.01.2021dne10:53,"
doprodaje",65-krat,"

116.059,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,1.,3,2-sobno,"52,70 m²","65,60 m²",2020,,,,,,Balkon,,PS4646480DL-15
718,6120257,28.01.2021dne10:32,"
doprodaje",95-krat,"

118.249,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Mansarda,3,3-sobno,"62,80 m²","71,70 m²",2020,,,,,,Balkon,,PS4646480DL-18
719,5517443,28.01.2021dne09:54,"
doprodaje",707-krat,"

139.900 €
",Skupna cena,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",V večstanovanjski stavbi,Pritličje,4,4-sobno,"85,00 m²","85,00 m²",2012,,,,,brez pripadajočega parkirišča,,,PS4646392MR
720,6112606,28.01.2021dne00:16,"
doprodaje",333-krat,"

549.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Prule",V večstanovanjski stavbi,,3,4-sobno,"159,00 m²","159,00 m²",1930,2005,Popolnoma opremljeno,,,,,,PS4646505SS
721,6112605,28.01.2021dne00:16,"
doprodaje",415-krat,"

129.450 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,5,3-sobno,"66,00 m²","66,00 m²",1850,2014,Delno opremljeno,,,,,,PS4646491BJ
722,6112603,28.01.2021dne00:16,"
doprodaje",734-krat,"

138.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Parecag",V večstanovanjski stavbi,Pritličje,2,3-sobno,"57,00 m²","57,00 m²",1907,2020,Popolnoma opremljeno,,,brez pripadajočega parkirišča,,,PS4646481PB
723,6112516,28.01.2021dne00:12,"
doprodaje",316-krat,"

197.300 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Vir",V večstanovanjski stavbi,1.,1,,"123,00 m²","123,00 m²",2006,,,,,,,,Koda: P1283VR
724,6110425,27.01.2021dne15:18,"
doprodaje",1294-krat,"

79.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Koroška vrata",V večstanovanjski stavbi,1.,1,2-sobno,"61,90 m²","61,90 m²",1903,2000,Delno opremljeno,D (60 - 105 kWh/m2a),,1,,"Vrt/dvorišče, Žar",GALEA 2020/363
725,6109363,27.01.2021dne11:28,"
doprodaje",174-krat,"

121.534,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Pritličje,3,3-sobno,"83,80 m²","66,80 m²",2020,,,,,,Terasa,,PS4646480DL-3
726,4696412,27.01.2021dne11:23,"
doprodaje",7406-krat,"

125.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Polje",,4.,4,"1,5-sobno","39,70 m²",,1973,,,E (105 - 150 kWh/m2a),,,Balkon,,
727,6109237,27.01.2021dne11:05,"
doprodaje",95-krat,"

141.244,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Pritličje,3,3-sobno,"93,00 m²","77,10 m²",2020,,,,,,Balkon,,PS4646480DL-2
728,6109164,27.01.2021dne10:53,"
doprodaje",112-krat,"

120.439,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Pritličje,3,3-sobno,"67,80 m²","75,80 m²",2020,,,,,,Balkon,,PS4646480DL-1
729,6101060,27.01.2021dne00:17,"
doprodaje",352-krat,"

370.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Črnuče",,,2,"4,5-sobno","113,80 m²","128,50 m²",1973,2009,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,,,101157-394
730,6101059,27.01.2021dne00:17,"
doprodaje",359-krat,"

220.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V večstanovanjski stavbi,,,"2,5-sobno","75,00 m²","75,00 m²",1958,2005,Popolnoma opremljeno,C (35 - 60 kWh/m2a),Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,,,101216-21
731,6101056,27.01.2021dne00:17,"
doprodaje",169-krat,"

300.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V večstanovanjski stavbi,,3,3-sobno,"66,30 m²","74,20 m²",1933,2020,Delno opremljeno,D (60 - 105 kWh/m2a),Menjava za drugo nepremičnino ni možna,1,Balkon,,101215-49
732,6101052,27.01.2021dne00:17,"
doprodaje",695-krat,"

105.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,11.,12,2-sobno,"68,00 m²","68,00 m²",1975,,Delno opremljeno,,,brez pripadajočega parkirišča,,,PS4646504BJ
733,6101049,27.01.2021dne00:17,"
doprodaje",893-krat,"

90.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,Mansarda,2,,"96,00 m²","96,00 m²",1700,2020,,,,,,,PS00491JP
